Edge_ID,Source_ID,Citing_Title,Citing_Year,Citing_Venue_Raw,Citing_DOI,Article_URL,Full_Text_URL,Citing_Authors_Raw,Context_Priority,Phase3_Fast_Attempted,Phase3_Fast_Match_Source,Phase3_Fast_Title_Score,Phase3_Fast_OpenAlex_ID,Phase3_Fast_Canonical_DOI,Phase3_Fast_Authors,Phase3_Fast_Institutions,Phase3_Fast_Countries,Final_Independence_Class,Final_Independence_Confidence,Final_Independence_Note,Overlapping_Source_Authors,Phase3_Fast_Changed
E139,P02,"Polymer composites with high thermal conductivity: Theory, simulation, structure and interfacial regulation",2025,Progress in Materials Science,,https://www.sciencedirect.com/science/article/pii/S0079642524001312,,"JW Zha, F Wang, B Wan",Medium,No,Not needed,,,,"JW Zha, F Wang, B Wan",,,,,,,No
E140,P02,Strategies for enhancing thermal conductivity of PDMS in electronic applications,2026,Advanced Materials Technologies,10.1002/admt.202501210,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/admt.202501210,https://advanced.onlinelibrary.wiley.com/doi/pdf/10.1002/admt.202501210,"X Yan, M Martin‐Gonzalez",High,No,Not needed,,,10.1002/admt.202501210,"X Yan, M Martin‐Gonzalez",,,,,,,No
E141,P02,Atomic insights on mechanical and piezoelectric properties of BNNTs and BNNTs/PDMS nanocomposites,2025,International Journal of …,,https://www.sciencedirect.com/science/article/pii/S0020740325000931,,"B Yang, X Yang, Y Li, Q Wang, Y Wu, S Wang",Medium,No,Not needed,,,,"B Yang, X Yang, Y Li, Q Wang, Y Wu, S Wang",,,,,,,No
E142,P02,Graphene/hexagonal boron nitride hetero-fillers for enhanced interfacial thermal conductance in polymer nanocomposites,2025,Composites Communications,,https://www.sciencedirect.com/science/article/pii/S2452213925002062,https://www.sciencedirect.com/science/article/pii/S2452213925002062,"Y Yang, RC Yang, H Song, J Yang, Y Zhang",Medium,No,Not needed,,,,"Y Yang, RC Yang, H Song, J Yang, Y Zhang",,,,,,,No
E143,P02,Construction of micro-nano hybrid structure based on carbon nanotube whisker and alumina for thermally conductive yet electrically insulating silicone rubber …,2024,Composites Science and …,,https://www.sciencedirect.com/science/article/pii/S0266353824000654,,"X Ji, Z Lu, J Wang, N Ye, H Zhang, L Zhou, J Li…",Exclude,No,Not needed,,,,"X Ji, Z Lu, J Wang, N Ye, H Zhang, L Zhou, J Li…",,,,,,,No
E144,P02,Synergistic effect of dual-modification strategy on thermal conductivity and thermal stability of h-BN/silicone rubber composites: Experiments and simulations,2025,… Communications in Heat …,,https://www.sciencedirect.com/science/article/pii/S0735193325001411,,"W Yang, Y Lin, Y Zhu, C Zhen, W Tao, Y Luo…",High,No,Not needed,,,,"W Yang, Y Lin, Y Zhu, C Zhen, W Tao, Y Luo…",,,,,,,No
E145,P02,Molecular dynamics simulation of the thermal conductivity mechanism of polydimethylsiloxane composites filled by multilayer hexagonal boron nitride,2024,Diamond and Related …,,https://www.sciencedirect.com/science/article/pii/S0925963524007143,,"W Yang, C Zhen, W Tao, Y Shi, Y Luo, A Sheng…",High,No,Not needed,,,,"W Yang, C Zhen, W Tao, Y Shi, Y Luo, A Sheng…",,,,,,,No
E146,P02,Thermal Conductivity of the Graphene/Polydimethylsiloxane Composite by Manipulating the Network Structure,2024,Langmuir,10.1021/acs.langmuir.4c02389,https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.4c02389,,"Y Gao, Z Hu, W Zhang, Y Lu, J Li, L Liu, X Liu, X Zhao…",Exclude,No,Not needed,,,10.1021/acs.langmuir.4c02389,"Y Gao, Z Hu, W Zhang, Y Lu, J Li, L Liu, X Liu, X Zhao…",,,,,,,No
E147,P02,Optimisation of electron irradiation for creating spin ensembles in hexagonal boron nitride,2024,Materials for …,10.1088/2633-4356/ad65ae,https://iopscience.iop.org/article/10.1088/2633-4356/ad65ae/meta,https://iopscience.iop.org/article/10.1088/2633-4356/ad65ae/meta,"AJ Healey, P Singh, IO Robertson…",High,No,Not needed,,,10.1088/2633-4356/ad65ae,"AJ Healey, P Singh, IO Robertson…",,,,,,,No
E148,P02,Structure and properties of polymer/two-dimensional nanomaterials studied via molecular dynamics simulation: a review,2023,Molecular Systems Design &Engineering,,https://pubs.rsc.org/me/article-abstract/8/1/11/772290,https://pubs.rsc.org/me/article/8/1/11/772290,"MY Zhou, J Liu, LQ Zhang",Pending,No,Not needed,,,,"MY Zhou, J Liu, LQ Zhang",,,,,,,No
E149,P02,Improved thermal conductivity and excellent electrical insulation properties of polysiloxane nanocomposite-incorporated functional boron nitride sheets via in situ …,2023,Nanoscale,,https://pubs.rsc.org/nr/article-abstract/15/31/13025/818119,https://pubs.rsc.org/nr/article/15/31/13025/818119,"X Zheng, Y Zhan, J Shi, M Lu, K Wu",Medium,No,Not needed,,,,"X Zheng, Y Zhan, J Shi, M Lu, K Wu",,,,,,,No
E150,P02,Excellent medium-temperature thermoelectric performance of monolayer BiOCl,2022,Langmuir,10.1021/acs.langmuir.2c00741,https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.2c00741,,"Y Gan, CW Wu, ZX Xie, YX Deng, Y Zhang, WX Zhou…",Low,No,Not needed,,,10.1021/acs.langmuir.2c00741,"Y Gan, CW Wu, ZX Xie, YX Deng, Y Zhang, WX Zhou…",,,,,,,No
E151,P02,Enhanced thermal conductivity of thermoplastic polyimide nanocomposites: effect of using hexagonal nanoparticles,2024,Polymers,,https://www.mdpi.com/2073-4360/16/23/3231,https://www.mdpi.com/2073-4360/16/23/3231,VM Nazarychev,Medium,No,Not needed,,,,VM Nazarychev,,,,,,,No
E152,P02,Improved out-of-plane thermal conductivity of boron nitride nanosheet-filled polyamide 6/polyethylene terephthalate composites by a rapid solidification method,2023,Materials …,,https://pubs.rsc.org/ma/article-abstract/4/6/1490/771851,https://pubs.rsc.org/ma/article/4/6/1490/771851,"Q Xu, Z Chen, X Li, J Hu, Y Liao, Y Liu, L Li, S Wei…",Pending,No,Not needed,,,,"Q Xu, Z Chen, X Li, J Hu, Y Liao, Y Liu, L Li, S Wei…",,,,,,,No
E153,P02,Influence of the surface state on the interfacial bonding strength of the cold-rolled brass/carbon steel composite,2023,Langmuir,10.1021/acs.langmuir.3c01524,https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.3c01524,,"W Wang, J Li, X Liu, Y Bai",Low,No,Not needed,,,10.1021/acs.langmuir.3c01524,"W Wang, J Li, X Liu, Y Bai",,,,,,,No
E154,P02,Highly thermally conductive polymer-based composites with 3D exfoliated BNNS/functionalized SiC networks prepared by rapid solidification and hot pressing,2023,Reactive and Functional Polymers,,https://www.sciencedirect.com/science/article/pii/S1381514823000421,,"Q Xu, X Li, Z Chen, L Li, Z Li",Medium,No,Not needed,,,,"Q Xu, X Li, Z Chen, L Li, Z Li",,,,,,,No
E155,P02,Enhancement on thermal management and mechanical properties of cellulose nanofiber films through synergistic filler construction and interface optimization,2025,Polymer …,10.1002/pc.29399,https://4spepublications.onlinelibrary.wiley.com/doi/abs/10.1002/pc.29399,,"H Lu, B Yang, J Sang, T Lu, Q Liu, R Zhao…",Low,No,Not needed,,,10.1002/pc.29399,"H Lu, B Yang, J Sang, T Lu, Q Liu, R Zhao…",,,,,,,No
E156,P02,High-performance all-cellulose composites bulks enabled by a surface dissolution-intense shear plasticization strategy,2026,Carbohydrate …,,https://www.sciencedirect.com/science/article/pii/S0144861726006259,,"M Zu, Z Jia, Q Chen, H Zhang, C Yang, Y Jing…",Pending,No,Not needed,,,,"M Zu, Z Jia, Q Chen, H Zhang, C Yang, Y Jing…",,,,,,,No
E157,P02,Molecular dynamics study of interfacial thermal transport in phase change thermal interface materials: The roles of paraffin content and carbon fiber surface …,2026,International Journal of Thermal …,,https://www.sciencedirect.com/science/article/pii/S1290072926005594,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=6520518,"Z Cui, J Zhou, Z Zhang, Z Ling, X Fang",High,No,Not needed,,,,"Z Cui, J Zhou, Z Zhang, Z Ling, X Fang",,,,,,,No
E158,P02,Investigation of heat transfer in a semicrystalline polymer by combining molecular simulation and machine learning,2026,Journal of Materials …,,https://pubs.rsc.org/ta/article-abstract/14/39/26270/1224385,,"Z Hu, C Jia, Y Lu, J Li, R Ma, X Zhao, L Zhang…",Exclude,No,Not needed,,,,"Z Hu, C Jia, Y Lu, J Li, R Ma, X Zhao, L Zhang…",,,,,,,No
E159,P02,Investigation of thermal transport mechanism of silicone-modified phenolic matrix nanocomposites with different pyrolysis degrees,2024,Journal of Analytical and …,,https://www.sciencedirect.com/science/article/pii/S0165237024004480,,"J Xiao, G Fang, X Qin, B Wang, C Hong…",High,No,Not needed,,,,"J Xiao, G Fang, X Qin, B Wang, C Hong…",,,,,,,No
E160,P02,Interface Engineering of Boron Nitride–Polymer Composites for High Thermal Conductivity,2026,Information &Functional …,10.1002/ifm2.70027,https://onlinelibrary.wiley.com/doi/abs/10.1002/ifm2.70027,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ifm2.70027,"Z Chen, Y Meng, C Zhao, X Jiang…",Pending,No,Not needed,,,10.1002/ifm2.70027,"Z Chen, Y Meng, C Zhao, X Jiang…",,,,,,,No
E161,P02,Molecular dynamics investigation of thermal transport across hexagonal boron nitride-eicosane interfaces,2026,International Journal of Thermal Sciences,,https://www.sciencedirect.com/science/article/pii/S1290072926002607,,"SC Ravula, HK Chilukoti",High,No,Not needed,,,,"SC Ravula, HK Chilukoti",,,,,,,No
E162,P02,Gradient structure construction of high thermal conductivity polyurethane/boron nitride composite fiber membrane for thermal management,2025,Molecules,,https://www.mdpi.com/1420-3049/30/7/1449,https://www.mdpi.com/1420-3049/30/7/1449,"Z Miao, J Li, Y Liu, F Jiang",Medium,No,Not needed,,,,"Z Miao, J Li, Y Liu, F Jiang",,,,,,,No
E163,P02,Influence of Surface Orientation and Roughness of Stacked Graphene on Thermal Conductivity of Poly (dimethylsiloxane)-Based Composite: A Molecular Dynamics …,2025,The Journal of …,10.1021/acs.jpcc.5c03756,https://pubs.acs.org/doi/abs/10.1021/acs.jpcc.5c03756,,"Z Hu, Y Zhang, J Zhang, Y Lu, J Li, X Zhao…",Exclude,No,Not needed,,,10.1021/acs.jpcc.5c03756,"Z Hu, Y Zhang, J Zhang, Y Lu, J Li, X Zhao…",,,,,,,No
E164,P02,Time-resolved degradation kinetics and thermo-mechanical of aluminum-fiber epoxy composites under accelerated uv aging,2026,Polymer Bulletin,10.1007/s00289-026-06502-6,https://link.springer.com/article/10.1007/s00289-026-06502-6,,"SN Esmaeel, MN Ismael, HF Hassan, EJ Mohammad",Low,No,Not needed,,,10.1007/s00289-026-06502-6,"SN Esmaeel, MN Ismael, HF Hassan, EJ Mohammad",,,,,,,No
E165,P02,Introducing structures from hexagonal borophene to nitrophene and their thermal conductivity investigation using a reactive molecular dynamics simulation,2023,Langmuir,10.1021/acs.langmuir.3c01789,https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.3c01789,,"A Farahani, M Foroutan, M Jamshidi, M Sababkar…",High,No,Not needed,,,10.1021/acs.langmuir.3c01789,"A Farahani, M Foroutan, M Jamshidi, M Sababkar…",,,,,,,No
E166,P02,Molecular dynamics study of structure and mass transport at liquid n-Eicosane/hBN interfaces,2025,Molecular Simulation,10.1080/08927022.2025.2512836,https://www.tandfonline.com/doi/abs/10.1080/08927022.2025.2512836,,"SC Ravula, HK Chilukoti",High,No,Not needed,,,10.1080/08927022.2025.2512836,"SC Ravula, HK Chilukoti",,,,,,,No
E167,P02,Tuning the polymer thermal conductivity through structural modification induced by MoS2 bilayers,2022,Soft Matter,,https://pubs.rsc.org/sm/article-abstract/18/36/6927/788403,https://pubs.rsc.org/sm/article/18/36/6927/788403,"MR Gharib-Zahedi, A Koochaki, M Alaghemandi",Medium,No,Not needed,,,,"MR Gharib-Zahedi, A Koochaki, M Alaghemandi",,,,,,,No
E168,P02,A novel composite of aluminum nitride and silsesquioxane organic–inorganic hybrid polymer,2025,Journal of the American …,10.1111/jace.70118,https://ceramics.onlinelibrary.wiley.com/doi/abs/10.1111/jace.70118,,"Y Iwase, S Honda, R Kubota…",Low,No,Not needed,,,10.1111/jace.70118,"Y Iwase, S Honda, R Kubota…",,,,,,,No
E169,P02,人工智能加速聚合物设计的最新进展和未来前景,2023,化工学报,,https://www.researchgate.net/profile/Tianhang-Zhou-4/publication/370818184_Artificial_intelligence_for_accelerating_polymer_design_recent_advances_and_future_perspectivesrengongzhinengjiasujuhewushejidezuixinjinzhanheweilaiqianjing/links/64649fe29533894cac75ef34/Artificial-intelligence-for-accelerating-polymer-design-recent-advances-and-future-perspectivesrengongzhinengjiasujuhewushejidezuixinjinzhanheweilaiqianjing.pdf,https://www.researchgate.net/profile/Tianhang-Zhou-4/publication/370818184_Artificial_intelligence_for_accelerating_polymer_design_recent_advances_and_future_perspectivesrengongzhinengjiasujuhewushejidezuixinjinzhanheweilaiqianjing/links/64649fe29533894cac75ef34/Artificial-intelligence-for-accelerating-polymer-design-recent-advances-and-future-perspectivesrengongzhinengjiasujuhewushejidezuixinjinzhanheweilaiqianjing.pdf,"周天航, 蓝兴英, 徐春明",Low,No,Not needed,,,,"周天航, 蓝兴英, 徐春明",,,,,,,No
E170,P02,Optimisation of electron irradiation for creating spin ensembles in hexagonal boron nitride,2024,,,https://research-repository.rmit.edu.au/ndownloader/files/64943112/1,https://research-repository.rmit.edu.au/ndownloader/files/64943112/1,"S Saha, S Sankar, S Arafin, T Suzuki, Y Yamazaki…",Medium,No,Not needed,,,,"S Saha, S Sankar, S Arafin, T Suzuki, Y Yamazaki…",,,,,,,No
E171,P02,Molecular Dynamics Investigation of Thermal Transport Across Hexagonal Boron Nitride-Eicosane Interfaces,,Available at SSRN 6051803,,,,"HK Chilukoti, SC Ravula",High,No,Not needed,,,,"HK Chilukoti, SC Ravula",,,,,,,No
E172,P03,Reinforcement of boron–nitrogen coordinated polyurethane elastomers with silica nanoparticles,2022,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386122006887,,"W Zhou, S Ren, F Zhang, X Gao, K Song, H Fang…",Low,No,Not needed,,,,"W Zhou, S Ren, F Zhang, X Gao, K Song, H Fang…",,,,,,,No
E173,P03,Insights into the synergistic effect of graphene oxide/silica hybrid nanofiller for advancing the properties of epoxy resin,2024,ACS Applied Polymer …,10.1021/acsapm.4c00601,https://pubs.acs.org/doi/abs/10.1021/acsapm.4c00601,,"JS George, P Vijayan P, M Poncot…",High,No,Not needed,,,10.1021/acsapm.4c00601,"JS George, P Vijayan P, M Poncot…",,,,,,,No
E174,P03,Development of energy-efficient polymers by using conductive nanohybrid fillers: recent progress and future prospects,2025,… Composites and Hybrid …,10.1007/s42114-025-01330-0,https://link.springer.com/article/10.1007/s42114-025-01330-0,https://link.springer.com/article/10.1007/s42114-025-01330-0,"S Mametja, M Mabuza, ER Sadiku…",Low,No,Not needed,,,10.1007/s42114-025-01330-0,"S Mametja, M Mabuza, ER Sadiku…",,,,,,,No
E175,P03,Process-induced residual stress in non-crimp fabric composites: Experimental and numerical evaluation considering viscoelasticity,2025,Mechanics of …,,https://www.sciencedirect.com/science/article/pii/S0167663625001851,https://www.sciencedirect.com/science/article/pii/S0167663625001851,"S Koo, Y Hoshikawa, Y Kawagoe, K Ryuzono…",Medium,No,Not needed,,,,"S Koo, Y Hoshikawa, Y Kawagoe, K Ryuzono…",,,,,,,No
E176,P03,Enhancing the dielectric and thermal properties of polytetrafluoroethylene-based composites through designing and constructing a novel interfacial structure,2024,Heliyon,,https://www.cell.com/heliyon/fulltext/S2405-8440(24)01473-7,https://www.cell.com/heliyon/fulltext/S2405-8440(24)01473-7,"X Li, J Shen, J Zhou, C Zhu, W Chen",Low,No,Not needed,,,,"X Li, J Shen, J Zhou, C Zhu, W Chen",,,,,,,No
E177,P03,"Effect of calcination temperature on the structural, magnetic, and surface characteristics of quaternary CaFe₂O₄/CuFe₂O₄/ZnFe₂O₄/NiFe₂O₄ ferrite …",2025,Applied Physics A,10.1007/s00339-025-08815-1,https://link.springer.com/article/10.1007/s00339-025-08815-1,https://link.springer.com/article/10.1007/s00339-025-08815-1,"A Manohar, KH Kim",Low,No,Not needed,,,10.1007/s00339-025-08815-1,"A Manohar, KH Kim",,,,,,,No
E178,P03,Dispersion Strategy improves the mechanical properties of 3D-Printed biopolymer nanocomposite,2024,Composites Part B: Engineering,,https://www.sciencedirect.com/science/article/pii/S135983682400492X,https://www.sciencedirect.com/science/article/pii/S135983682400492X,"D Mondal, TL Willett",Medium,No,Not needed,,,,"D Mondal, TL Willett",,,,,,,No
E179,P03,Enhancing the photostability and mechanical properties of poly‐lactic acid (PLA) composites with glutaric acid functionalized titanium dioxide (TiO2),2024,Polymer …,10.1002/pc.28792,https://4spepublications.onlinelibrary.wiley.com/doi/abs/10.1002/pc.28792,,"MG Peña‐Juarez, BAV Balderas…",Low,No,Not needed,,,10.1002/pc.28792,"MG Peña‐Juarez, BAV Balderas…",,,,,,,No
E180,P03,Impacts of nanofiller shapes on the interface confinement effect in polymer nanocomposites,2024,Composite …,,https://www.sciencedirect.com/science/article/pii/S0263822323010255,,"G Wang, R Wang, L Wang, C Wang, F Zhang…",High,No,Not needed,,,,"G Wang, R Wang, L Wang, C Wang, F Zhang…",,,,,,,No
E181,P03,Stress relaxation and thermal management in highly filled flexible styrene butadiene styrene copolymer‐tungsten composites for high‐energy radiation attenuation,2023,Polymer …,10.1002/pc.27529,https://4spepublications.onlinelibrary.wiley.com/doi/abs/10.1002/pc.27529,,"SK Suman, R Sharma, BN Kaul, RK Mondal…",Low,No,Not needed,,,10.1002/pc.27529,"SK Suman, R Sharma, BN Kaul, RK Mondal…",,,,,,,No
E182,P03,Nanoasperity-driven reinforcement and viscoelastic modulation in polymer nanocomposites: A coarse-grained molecular dynamics study,2026,Computational materials science,,https://www.sciencedirect.com/science/article/pii/S0927025626001801,https://www.sciencedirect.com/science/article/pii/S0927025626001801,"H Wang, Z Yang, J Yang, Z Meng",High,No,Not needed,,,,"H Wang, Z Yang, J Yang, Z Meng",,,,,,,No
E183,P03,Nanoimprinting of crosslinked polyurethane/polycaprolactone blends: Scratch recovery of surface topographies,2025,Small,10.1002/smll.202406479,https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.202406479,,"C Ramasamy, JC Tan, HY Low",Low,No,Not needed,,,10.1002/smll.202406479,"C Ramasamy, JC Tan, HY Low",,,,,,,No
E184,P03,Effect of nanoparticle shape on interfacial debonding and plastic response in polymer nanocomposites,2026,Journal of Materials Science,10.1007/s10853-025-11901-7,https://link.springer.com/article/10.1007/s10853-025-11901-7,,"Y Xu, S Zhang",Medium,No,Not needed,,,10.1007/s10853-025-11901-7,"Y Xu, S Zhang",,,,,,,No
E185,P03,Rheological Behavior of Poly (Styrene-Co-Acrylonitrile)/Carbon Nanotube Sponges for Fiber Electrospinning Applications,2025,Nanomaterials,,https://www.mdpi.com/2079-4991/15/14/1060,https://www.mdpi.com/2079-4991/15/14/1060,"R Caro-Briones, MA Pérez-Castillo…",Low,No,Not needed,,,,"R Caro-Briones, MA Pérez-Castillo…",,,,,,,No
E186,P03,Anodic interfacial challenges and engineering strategies in solid-state lithium batteries with composite polymer solid electrolytes,2026,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S2211285526000868,,"J Luo, P Lin, C Wang, T Wu, P He, F Lu, T Lin, N Zhang",Low,No,Not needed,,,,"J Luo, P Lin, C Wang, T Wu, P He, F Lu, T Lin, N Zhang",,,,,,,No
E187,P03,"Comparative Analysis of Nickel‐Coated Graphite, Graphite, and Nickel in PLA/TPU Blends: Advancements in Compatibility, Conductivity, and Rheology",2025,Polymer Composites,10.1002/pc.70021,https://4spepublications.onlinelibrary.wiley.com/doi/abs/10.1002/pc.70021,https://4spepublications.onlinelibrary.wiley.com/doi/pdf/10.1002/pc.70021,"Z Yurtbasi, Z Keskin, AH Cinar…",Medium,No,Not needed,,,10.1002/pc.70021,"Z Yurtbasi, Z Keskin, AH Cinar…",,,,,,,No
E188,P03,Study on the mechanism of hydroxylated carbon nanotubes enhancing the high temperature performance of SBS asphalt by nano-bridging,2026,Construction and Building Materials,,https://www.sciencedirect.com/science/article/pii/S0950061826009281,,"Y Liu, X Yang, J Shen, S Wu, H Zhou",Low,No,Not needed,,,,"Y Liu, X Yang, J Shen, S Wu, H Zhou",,,,,,,No
E189,P03,PTC Behavior Based on Thermomechanical Properties in Graphene Nanosheets/Silicone Rubber Nanocomposites,2026,Journal of Applied …,10.1002/app.71018,https://onlinelibrary.wiley.com/doi/abs/10.1002/app.71018,,"F Meng, B Wu, X Yang, P Wang, H Ma…",Pending,No,Not needed,,,10.1002/app.71018,"F Meng, B Wu, X Yang, P Wang, H Ma…",,,,,,,No
E190,P03,Temperature effect on the AuNP-PE interfacial confinement and the underlying physics,2025,Computational Materials …,,https://www.sciencedirect.com/science/article/pii/S0927025625004136,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5263037,"F Zhang, G Wang, R Wang, L Wang, J Xia…",Medium,No,Not needed,,,,"F Zhang, G Wang, R Wang, L Wang, J Xia…",,,,,,,No
E191,P03,Molecular dynamics study of temperature and pressure effects on the mechanical properties of graphene oxide-reinforced DETDA/DGEBA epoxy,2026,… Communications in Heat …,,https://www.sciencedirect.com/science/article/pii/S0735193326010894,https://acikerisim.gelisim.edu.tr/bitstreams/55f975cc-12c1-456f-8fdb-4440547a1529/download,"X You, J Li, M Taner, S Salahshour, N Emami…",Pending,No,Not needed,,,,"X You, J Li, M Taner, S Salahshour, N Emami…",,,,,,,No
E192,P03,Recent Developments in Compatibilization Strategies for Polymer Blends and Nanocomposites,2026,Macromolecular …,10.1002/mame.70288,https://onlinelibrary.wiley.com/doi/abs/10.1002/mame.70288,https://onlinelibrary.wiley.com/doi/pdf/10.1002/mame.70288,"M Ahmadi, SA Safavi‐Mirmahalleh…",Pending,No,Not needed,,,10.1002/mame.70288,"M Ahmadi, SA Safavi‐Mirmahalleh…",,,,,,,No
E193,P03,High alignment and high loading composite fibers enabled by ultralong polymers,2026,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386126007287,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=6482430,"J Ni, Y Zhang, Z Chen, S Yang, Z Xu, S Liu, Y Xiao",Medium,No,Not needed,,,,"J Ni, Y Zhang, Z Chen, S Yang, Z Xu, S Liu, Y Xiao",,,,,,,No
E194,P03,Buried interfacial structures in cellulose-reinforced styrene–butadiene rubber composites probed by sum-frequency generation spectroscopy,2026,RSC Applied …,10.1039/d6lf00054a/1236933,https://pubs.rsc.org/lf/article-abstract/doi/10.1039/d6lf00054a/1236933,https://pubs.rsc.org/lf/article-pdf/doi/10.1039/d6lf00054a/12682042/d6lf00054a.pdf,"T Abe, R Ozawa, T Maekawa, Y Tsuji…",Pending,No,Not needed,,,10.1039/d6lf00054a/1236933,"T Abe, R Ozawa, T Maekawa, Y Tsuji…",,,,,,,No
E195,P03,Electromechanical Coupling Mechanisms of Conductive Rubber: From Conductive Network Evolution to Predictive Structure–Property Frameworks,2026,Journal of Applied …,10.1002/app.70941,https://onlinelibrary.wiley.com/doi/abs/10.1002/app.70941,https://onlinelibrary.wiley.com/doi/pdf/10.1002/app.70941,"Z Rao, Q Dai, H Wang, Z Yang…",Pending,No,Not needed,,,10.1002/app.70941,"Z Rao, Q Dai, H Wang, Z Yang…",,,,,,,No
E196,P03,The Mechanism by Which Nano-Bridging of Hydroxylated Carbon Nanotubes Enhances the High-Temperature Performance of SBS Asphalt,,Available at SSRN 5954024,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5954024,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5954024,"Y Liu, X Yang, J Shen, S Wu, H Zhou",Low,No,Not needed,,,,"Y Liu, X Yang, J Shen, S Wu, H Zhou",,,,,,,No
E197,P03,Estimation of Content and Particle Size Distribution of Glass Bead in Glass Bead-Filled Polystyrene Based on Near-Infrared Diffuse Reflectance Spectroscopy and …,,papers.ssrn.com,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4766492,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4766492,"M Wang, M Zhang, G Jin",Low,No,Not needed,,,,"M Wang, M Zhang, G Jin",,,,,,,No
E198,P03,Mejoramiento de compatibilidad entre dióxido de titanio y poliácido láctico mediante modificación química de nano superficies,2023,,,http://repositorios.orizaba.tecnm.mx:8080/xmlui/handle/123456789/850,http://repositorios.orizaba.tecnm.mx:8080/xmlui/bitstream/handle/123456789/850/Tesis%20Beatriz%20Adriana%20Velazquez%20Balderas%20JUNIO%202023.pdf?sequence=1,"BA Velázquez Balderas, L López-Zamora",Low,No,Not needed,,,,"BA Velázquez Balderas, L López-Zamora",,,,,,,No
E199,P03,Surface Roughening of Sio2 Filler to Enhance the High-Frequency Dielectric and Thermal Properties of Sio2/Ptfe Composites,,Available at SSRN 4266979,,,,"X Li, J Zhou, J Shen, W He, Y Yu, Q Li, W Chen",Low,No,Not needed,,,,"X Li, J Zhou, J Shen, W He, Y Yu, Q Li, W Chen",,,,,,,No
E200,P04,Molecular-level elucidation of a fracture process in slide-ring gels via coarse-grained molecular dynamics simulations,2022,Macromolecules,10.1021/acs.macromol.1c01981,https://pubs.acs.org/doi/abs/10.1021/acs.macromol.1c01981,,"S Uehara, Y Wang, Y Ootani, N Ozawa…",High,No,Not needed,,,10.1021/acs.macromol.1c01981,"S Uehara, Y Wang, Y Ootani, N Ozawa…",,,,,,,No
E201,P04,Sharing the load: Stress redistribution governs fracture of polymer double networks,2021,Macromolecules,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8482750/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8482750/,"J Tauber, L Rovigatti, S Dussi…",High,No,Not needed,,,,"J Tauber, L Rovigatti, S Dussi…",,,,,,,No
E202,P04,Stretchy and disordered: Toward understanding fracture in soft network materials via mesoscopic computer simulations,2022,The Journal of Chemical Physics,,https://pubs.aip.org/aip/jcp/article/156/16/160901/2841056,https://pubs.aip.org/aip/jcp/article/156/16/160901/2841056,"J Tauber, J Van Der Gucht, S Dussi",Medium,No,Not needed,,,,"J Tauber, J Van Der Gucht, S Dussi",,,,,,,No
E203,P04,Deciphering the allosteric process of phaeodactylum tricornutum aureochrome 1a LOV domain,2020,The journal of physical …,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8216836/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8216836/,"H Tian, F Trozzi, BD Zoltowski…",Low,No,Not needed,,,,"H Tian, F Trozzi, BD Zoltowski…",,,,,,,No
E204,P04,Fracture behaviors of double network elastomers with dynamic non-covalent linkages: A molecular dynamics study,2022,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386122001574,,"R Zhao, Y Wang, X Gong",High,No,Not needed,,,,"R Zhao, Y Wang, X Gong",,,,,,,No
E205,P04,From bonds to breaks: multiscale perspectives on polymer network fracture,2025,International Journal of Smart …,10.1080/19475411.2025.2582826,https://www.tandfonline.com/doi/abs/10.1080/19475411.2025.2582826,https://www.tandfonline.com/doi/pdf/10.1080/19475411.2025.2582826,"Z Tang, W Xian, J He, R Long, Y Li",Medium,No,Not needed,,,10.1080/19475411.2025.2582826,"Z Tang, W Xian, J He, R Long, Y Li",,,,,,,No
E206,P04,Heterogeneity effects in highly cross-linked polymer networks,2021,Polymers,,https://www.mdpi.com/2073-4360/13/5/757,https://www.mdpi.com/2073-4360/13/5/757,"G Munoz, A Dequidt, N Martzel, R Blaak, F Goujon…",Medium,No,Not needed,,,,"G Munoz, A Dequidt, N Martzel, R Blaak, F Goujon…",,,,,,,No
